repository,package,total_commits,total_added,total_removed,total_churn,total_files,avg_churn_per_commit
camel,org.apache.camel.builder.endpoint.dsl,1876,940834,391501,1332335,1118,710.1998933901918
camel,org.apache.camel.builder.component.dsl,1175,229480,59137,288617,1148,245.63148936170214
camel,org.apache.camel.processor,2706,143811,48762,192573,1913,71.16518847006652
camel,org.apache.camel.impl,2706,97370,46103,143473,737,53.020325203252035
camel,org.apache.camel.model,1956,84127,45514,129641,697,66.27862985685071
camel,org.apache.camel.builder.endpoint,762,78148,46925,125073,88,164.13779527559055
camel,org.apache.camel.component.sql.stored.template.generated,78,55686,53533,109219,14,1400.2435897435898
camel,generated.java.org.apache.camel.builder.endpoint.dsl,70,0,108209,108209,89,1545.8428571428572
camel,org.apache.camel.component.file,1282,57332,28633,85965,571,67.05538221528862
camel,org.apache.camel.maven.packaging,1212,51145,34540,85685,94,70.69719471947195
camel,org.apache.camel.component.file.remote,877,55094,26662,81756,356,93.22234891676169
camel,org.apache.camel.component.jms,1096,55281,23525,78806,295,71.90328467153284
camel,org.apache.camel.main,1135,56436,20636,77072,263,67.90484581497797
camel,org.apache.camel.builder,1347,49602,27217,76819,336,57.02969561989607
camel,org.apache.camel.util,1700,55228,19809,75037,309,44.13941176470588
camel,org.apache.camel.management,1156,53392,19394,72786,803,62.963667820069205
camel,org.apache.camel.support,1229,48285,20130,68415,338,55.66720911310008
camel,org.apache.camel.component.hl7,126,49663,7861,57524,69,456.53968253968253
camel,org.apache.camel.builder.component,390,32787,23513,56300,7,144.35897435897436
camel,org.apache.camel,1783,39563,16076,55639,492,31.20527201346046
camel,org.apache.camel.impl.engine,1172,34356,20005,54361,250,46.38310580204778
camel,org.apache.camel.dsl.yaml.deserializers,400,39312,14220,53532,31,133.83
camel,org.apache.camel.maven,622,30966,19475,50441,132,81.09485530546624
camel,org.apache.camel.component.cxf,819,33003,16110,49113,255,59.967032967032964
camel,org.apache.camel.component.http,677,31539,16821,48360,194,71.4327917282127
camel,org.apache.camel.component.bean,778,31524,10915,42439,467,54.548843187660665
camel,org.apache.camel.spi,1273,31458,9882,41340,469,32.47446975648075
camel,org.apache.camel.component.jetty,778,27330,13129,40459,298,52.00385604113111
camel,org.apache.camel.model.dataformat,471,26784,11154,37938,241,80.54777070063695
camel,org.apache.camel.dsl.jbang.core.commands,869,24778,11506,36284,81,41.75373993095512
camel,org.apache.camel.component.mail,560,25556,9560,35116,148,62.707142857142856
camel,org.apache.camel.component.netty,402,21143,12692,33835,135,84.16666666666667
camel,org.apache.camel.component.kafka,539,22220,10445,32665,60,60.60296846011132
camel,org.apache.camel.component.netty.http,428,20575,10643,31218,186,72.9392523364486
camel,generated.java.org.apache.camel.builder.component.dsl,75,0,31212,31212,95,416.16
camel,org.apache.camel.issues,466,24587,6126,30713,407,65.9077253218884
camel,org.apache.camel.component.salesforce,349,21580,8830,30410,101,87.13467048710602
camel,org.apache.camel.component.netty4,190,22579,7477,30056,181,158.18947368421053
camel,org.apache.maven.plugins.javadoc,25,14171,14171,28342,3,1133.68
camel,org.apache.camel.management.mbean,747,20508,7098,27606,331,36.95582329317269
camel,org.apache.camel.component.mllp,171,20136,7388,27524,96,160.95906432748538
camel,org.apache.camel.component.debezium.configuration,59,18607,8711,27318,39,463.0169491525424
camel,org.apache.camel.spring,717,18588,8691,27279,188,38.04602510460251
camel,org.apache.camel.test.spring,123,15683,10518,26201,246,213.01626016260164
camel,org.apache.camel.catalog,339,17835,7161,24996,94,73.73451327433628
camel,org.apache.camel.component.smpp,237,17376,6821,24197,58,102.09704641350211
camel,org.apache.camel.component.debezium,98,17461,6015,23476,98,239.55102040816325
camel,org.apache.camel.component.google.drive,173,18072,5357,23429,135,135.4277456647399
camel,org.apache.camel.component.aws.s3,247,15735,7201,22936,82,92.8582995951417
camel,org.apache.camel.component.thrift.generated,11,15502,7297,22799,4,2072.6363636363635
camel,org.apache.camel.component.cxf.jaxrs,403,15857,6210,22067,125,54.75682382133995
camel,org.apache.camel.component.rabbitmq,264,12949,9062,22011,42,83.375
camel,org.apache.camel.processor.interceptor,413,14677,7327,22004,147,53.27845036319613
camel,org.apache.camel.cdi.test,60,15225,6146,21371,87,356.18333333333334
camel,org.apache.camel.component.mina,321,13257,7845,21102,100,65.73831775700934
camel,org.apache.camel.tools.apt,289,11412,9556,20968,36,72.55363321799308
camel,org.apache.camel.component.hdfs,176,10441,10500,20941,51,118.98295454545455
camel,org.apache.camel.xml.in,310,12564,8042,20606,9,66.47096774193548
camel,org.apache.camel.component.sql,293,15368,4888,20256,95,69.13310580204778
camel,org.apache.camel.component.restlet,326,13119,6720,19839,106,60.855828220858896
camel,org.apache.camel.component.fhir,129,14882,4670,19552,70,151.56589147286823
camel,org.apache.camel.component.aws.sqs,229,12386,6998,19384,76,84.646288209607
camel,org.apache.camel.reifier,338,13240,6127,19367,279,57.298816568047336
camel,org.apache.camel.component.properties,327,14662,4541,19203,204,58.72477064220183
camel,org.apache.camel.processor.aggregator,324,14882,4219,19101,234,58.9537037037037
camel,org.apache.camel.component.websocket,177,11671,7425,19096,54,107.88700564971751
camel,org.apache.camel.component.solr,146,12593,6278,18871,36,129.25342465753425
camel,org.apache.camel.dataformat.csv,131,11911,6949,18860,47,143.96946564885496
camel,org.apache.camel.itest.springboot,157,17377,1444,18821,333,119.87898089171975
camel,org.apache.camel.commands,146,9615,9118,18733,63,128.3082191780822
camel,org.apache.camel.language.simple,383,13365,4888,18253,96,47.65796344647519
camel,org.apache.camel.openapi,121,12113,6113,18226,45,150.62809917355372
camel,org.apache.camel.itest.karaf,401,14662,3561,18223,321,45.443890274314214
camel,org.apache.camel.cdi,166,9426,8716,18142,89,109.28915662650603
camel,org.apache.camel.component.box,152,12325,5650,17975,71,118.25657894736842
camel,org.apache.camel.component.sjms,219,11046,6846,17892,50,81.6986301369863
camel,org.apache.camel.component.twilio,88,13227,4080,17307,127,196.67045454545453
camel,org.apache.camel.processor.async,185,13003,4256,17259,209,93.2918918918919
camel,org.apache.camel.component.xmlsecurity,112,11330,5301,16631,24,148.49107142857142
camel,org.apache.camel.component.as2,145,12540,3789,16329,41,112.61379310344827
camel,org.apache.camel.component.mongodb,200,10446,5811,16257,49,81.285
camel,org.apache.camel.component.undertow,321,11769,4447,16216,66,50.517133956386296
camel,org.apache.camel.dataformat.bindy,194,9787,6283,16070,14,82.83505154639175
camel,org.apache.camel.dataformat.univocity,37,10140,5919,16059,33,434.02702702702703
camel,org.apache.camel.component.braintree,120,12025,4018,16043,86,133.69166666666666
camel,test.java.org.apache.camel.itest.springboot,42,0,15933,15933,315,379.35714285714283
camel,org.apache.camel.converter,386,11514,4408,15922,110,41.248704663212436
camel,org.apache.camel.component.netty4.http,206,14284,1604,15888,244,77.12621359223301
camel,org.apache.camel.component.activemq,117,10709,4994,15703,70,134.2136752136752
camel,org.apache.camel.impl.converter,346,9489,6026,15515,63,44.84104046242775
camel,org.apache.camel.component.infinispan,167,10614,4632,15246,68,91.2934131736527
camel,org.apache.camel.component.http4,314,9694,5135,14829,170,47.22611464968153
camel,org.apache.camel.model.rest,290,10349,4307,14656,121,50.53793103448276
camel,org.apache.camel.spring.processor,314,12678,1938,14616,323,46.547770700636946
camel,org.apache.camel.component.seda,440,10591,4001,14592,144,33.163636363636364
camel,org.apache.camel.dataformat.bindy.csv,171,10780,3690,14470,63,84.61988304093568
camel,org.apache.camel.component.jpa,300,9793,4312,14105,60,47.016666666666666
camel,org.apache.camel.component.rest.openapi,126,10537,3201,13738,42,109.03174603174604
camel,org.apache.camel.spring.boot,227,8149,5528,13677,59,60.25110132158591
camel,org.apache.camel.language,282,10798,2790,13588,143,48.184397163120565
camel,org.apache.camel.component.google.mail,128,10128,3432,13560,73,105.9375
camel,org.apache.camel.component.google.calendar,125,10580,2938,13518,79,108.144
camel,org.apache.camel.component.file.strategy,238,8764,4606,13370,86,56.1764705882353
camel,org.apache.camel.impl.lw,148,6995,6374,13369,10,90.33108108108108
camel,org.apache.camel.component.rest,335,9299,3818,13117,112,39.15522388059701
camel,org.apache.camel.component.jms.issues,206,10015,3054,13069,85,63.44174757281554
camel,org.apache.camel.component.mock,353,9741,3240,12981,52,36.773371104815865
camel,org.apache.camel.test.junit5,106,8726,4097,12823,38,120.97169811320755
camel,org.apache.camel.model.cloud,91,9109,3641,12750,120,140.1098901098901
camel,org.apache.camel.component.quickfixj,149,8217,4338,12555,25,84.26174496644295
camel,org.apache.camel.component.salesforce.internal.client,138,8704,3757,12461,28,90.29710144927536
camel,org.apache.camel.impl.console,194,10365,2001,12366,60,63.74226804123711
camel,org.apache.camel.component.kubernetes.producer,89,9172,3130,12302,34,138.22471910112358
camel,org.apache.camel.converter.jaxp,246,8998,3300,12298,59,49.99186991869919
camel,org.apache.camel.component.hazelcast,176,9167,3103,12270,53,69.7159090909091
camel,org.apache.camel.test.junit4,194,6834,5375,12209,34,62.93298969072165
camel,org.apache.camel.component.aws2.sqs,175,9592,2472,12064,77,68.93714285714286
camel,org.apache.camel.xml.out,114,8419,3636,12055,3,105.74561403508773
camel,org.apache.camel.component.servicenow,106,8784,3257,12041,77,113.59433962264151
camel,org.apache.camel.blueprint,231,6102,5894,11996,36,51.93073593073593
camel,org.apache.camel.util.json,31,7631,4175,11806,18,380.83870967741933
camel,org.apache.camel.yaml.out,109,8494,3292,11786,6,108.12844036697248
camel,org.apache.camel.xml.io,35,8680,3090,11770,7,336.2857142857143
camel,org.apache.camel.model.language,288,7953,3792,11745,107,40.78125
camel,org.apache.camel.component.leveldb,77,9396,2243,11639,71,151.15584415584416
camel,org.apache.camel.component.quartz,261,7717,3874,11591,70,44.40996168582375
camel,org.apache.camel.dsl.jbang.core.commands.action,156,9341,2030,11371,33,72.89102564102564
camel,org.apache.camel.component.platform.http.vertx,117,9495,1782,11277,42,96.38461538461539
camel,org.apache.camel.dsl.jbang.core.commands.process,233,9045,2227,11272,44,48.377682403433475
camel,org.apache.camel.component.aws.swf,98,6584,4671,11255,56,114.84693877551021
camel,org.apache.camel.component.xslt,286,8178,3075,11253,166,39.34615384615385
camel,org.apache.camel.component.aws2.athena,73,7523,3451,10974,45,150.32876712328766
camel,org.apache.camel.component.telegram.model,38,10474,477,10951,84,288.1842105263158
camel,org.apache.camel.component.aws.ddb,94,6768,4111,10879,68,115.73404255319149
camel,test.java.org.apache.camel.itest.karaf,35,0,10855,10855,307,310.14285714285717
camel,org.apache.camel.component.aws.sdb,81,7341,3498,10839,69,133.8148148148148
camel,org.apache.camel.component.aws.iam,74,7432,3405,10837,28,146.44594594594594
camel,org.apache.camel.builder.xml,277,8089,2746,10835,70,39.11552346570397
camel,org.apache.camel.component.as2.api,93,7715,3089,10804,31,116.17204301075269
camel,org.apache.camel.component.mongodb3,48,7954,2847,10801,55,225.02083333333334
camel,org.apache.camel.converter.crypto,115,7720,2997,10717,37,93.19130434782609
camel,org.apache.camel.component.azure.storage.blob,70,7848,2847,10695,43,152.78571428571428
camel,org.apache.camel.component.salesforce.internal.processor,111,7159,3463,10622,15,95.69369369369369
camel,org.apache.camel.component.salesforce.dto.generated,33,7086,3528,10614,19,321.6363636363636
camel,org.apache.camel.component.elasticsearch,181,6066,4516,10582,39,58.46408839779006
camel,org.apache.camel.processor.aggregate,333,7357,3187,10544,88,31.663663663663662
camel,org.apache.camel.dsl.jbang.core.commands.kubernetes,116,7646,2709,10355,24,89.26724137931035
camel,org.apache.camel.component.disruptor,143,8272,2027,10299,64,72.02097902097903
camel,org.apache.camel.converter.jaxb,221,6977,3310,10287,47,46.547511312217196
camel,org.apache.camel.processor.onexception,136,8110,2076,10186,137,74.8970588235294
camel,org.apache.camel.component.aws.lambda,111,6601,3445,10046,31,90.50450450450451
camel,org.apache.camel.api.management.mbean,440,8224,1812,10036,214,22.80909090909091
camel,org.apache.camel.component.jms.springboot,76,5012,5012,10024,6,131.89473684210526
camel,org.apache.camel.component.aws.ddbstream,103,6218,3736,9954,48,96.64077669902913
